event_date,event_name,fighter1,fighter2,winner,round_,time,win_method_finish,win_method_type
April 07 1995,UFC 5: The Return of the Beast,Ernie Verdicia,Oleg Taktarov,Oleg Taktarov,1,2.23,23,7
April 07 1995,UFC 5: The Return of the Beast,Todd Medina,Larry Cureton,Todd Medina,1,2.55,8,7
April 07 1995,UFC 5: The Return of the Beast,Andy Anderson,Jon Hess,Jon Hess,1,1.23,21,2
July 14 1995,UFC 6: Clash of the Titans,Oleg Taktarov,David Abbott,Oleg Taktarov,1,17.45,32,7
July 14 1995,UFC 6: Clash of the Titans,Dan Severn,Ken Shamrock,Ken Shamrock,1,2.14,10,7
July 14 1995,UFC 6: Clash of the Titans,Oleg Taktarov,Anthony Macias,Oleg Taktarov,1,0.09,10,7
July 14 1995,UFC 6: Clash of the Titans,Paul Varelans,David Abbott,David Abbott,1,1.53,31,2
July 14 1995,UFC 6: Clash of the Titans,Oleg Taktarov,Dave Beneteau,Oleg Taktarov,1,0.57,10,7
July 14 1995,UFC 6: Clash of the Titans,Rudyard Moncayo,Patrick Smith,Patrick Smith,1,1.08,27,7
July 14 1995,UFC 6: Clash of the Titans,Paul Varelans,Cal Worsham,Paul Varelans,1,1.02,5,2
July 14 1995,UFC 6: Clash of the Titans,John Matua,David Abbott,David Abbott,1,0.2,31,2
September 08 1995,UFC 7: The Brawl in Buffalo,Marco Ruas,Paul Varelans,Marco Ruas,1,13.17,17,2
September 08 1995,UFC 7: The Brawl in Buffalo,Oleg Taktarov,Ken Shamrock,Ken Shamrock,2,3.0,22,4
September 08 1995,UFC 7: The Brawl in Buffalo,Marco Ruas,Remco Pardoel,Marco Ruas,1,12.27,26,7
September 08 1995,UFC 7: The Brawl in Buffalo,Mark Hall,Paul Varelans,Paul Varelans,1,1.01,15,7
September 08 1995,UFC 7: The Brawl in Buffalo,Marco Ruas,Larry Cureton,Marco Ruas,1,3.23,13,7
September 08 1995,UFC 7: The Brawl in Buffalo,Ryan Parker,Remco Pardoel,Remco Pardoel,1,3.05,9,7
September 08 1995,UFC 7: The Brawl in Buffalo,Mark Hall,Harold Howard,Mark Hall,1,1.41,31,2
September 08 1995,UFC 7: The Brawl in Buffalo,Gerry Harris,Paul Varelans,Paul Varelans,1,1.05,6,2
September 08 1995,UFC 7: The Brawl in Buffalo,Scott Bessac,David Hood,Scott Bessac,1,0.31,10,7
December 16 1995,UFC - Ultimate Ultimate '95,Oleg Taktarov,Dan Severn,Dan Severn,2,3.0,22,8
December 16 1995,UFC - Ultimate Ultimate '95,Oleg Taktarov,Marco Ruas,Oleg Taktarov,1,18.0,22,8
December 16 1995,UFC - Ultimate Ultimate '95,David Abbott,Dan Severn,Dan Severn,1,18.0,22,8
December 16 1995,UFC - Ultimate Ultimate '95,Oleg Taktarov,Dave Beneteau,Oleg Taktarov,1,1.15,1,7
December 16 1995,UFC - Ultimate Ultimate '95,Keith Hackney,Marco Ruas,Marco Ruas,1,2.39,32,7
December 16 1995,UFC - Ultimate Ultimate '95,Dan Severn,Paul Varelans,Dan Severn,1,1.01,2,7
December 16 1995,UFC - Ultimate Ultimate '95,Steve Jennum,David Abbott,David Abbott,1,1.14,23,7
February 16 1996,UFC 8: David vs Goliath,Don Frye,Gary Goodridge,Don Frye,1,2.14,31,2
February 16 1996,UFC 8: David vs Goliath,Kimo Leopoldo,Ken Shamrock,Ken Shamrock,1,4.24,20,7
February 16 1996,UFC 8: David vs Goliath,Gary Goodridge,Jerry Bohlander,Gary Goodridge,1,5.31,30,2
February 16 1996,UFC 8: David vs Goliath,Sam Adkins,Don Frye,Don Frye,1,0.48,22,2
February 16 1996,UFC 8: David vs Goliath,Gary Goodridge,Paul Herrera,Gary Goodridge,1,0.13,6,2
February 16 1996,UFC 8: David vs Goliath,Scott Ferrozzo,Jerry Bohlander,Jerry Bohlander,1,9.03,10,7
February 16 1996,UFC 8: David vs Goliath,Paul Varelans,Joe Moreira,Paul Varelans,1,10.0,22,8
February 16 1996,UFC 8: David vs Goliath,Thomas Ramirez,Don Frye,Don Frye,1,0.08,30,2
May 17 1996,UFC 9: Motor City Madness,Dan Severn,Ken Shamrock,Dan Severn,3,3.0,22,6
May 17 1996,UFC 9: Motor City Madness,Amaury Bitetti,Don Frye,Don Frye,1,9.3,21,2
May 17 1996,UFC 9: Motor City Madness,Mark Hall,Koji Kitao,Mark Hall,1,0.47,22,2
May 17 1996,UFC 9: Motor City Madness,Gary Goodridge,Mark Schultz,Mark Schultz,1,12.0,22,2
May 17 1996,UFC 9: Motor City Madness,Rafael Carino,Matt Andersen,Rafael Carino,1,5.32,31,2
May 17 1996,UFC 9: Motor City Madness,Zane Frazier,Cal Worsham,Cal Worsham,1,3.14,31,2
May 17 1996,UFC 9: Motor City Madness,Steve Nelmark,Tai Bowden,Steve Nelmark,1,7.25,22,2
July 12 1996,UFC 10: The Tournament,Don Frye,Mark Coleman,Mark Coleman,1,11.34,12,2
July 12 1996,UFC 10: The Tournament,Mark Coleman,Gary Goodridge,Mark Coleman,1,7.0,26,7
July 12 1996,UFC 10: The Tournament,Brian Johnston,Don Frye,Don Frye,1,4.37,6,2
July 12 1996,UFC 10: The Tournament,Gary Goodridge,John Campetella,Gary Goodridge,1,1.28,31,2
July 12 1996,UFC 10: The Tournament,Moti Horenstein,Mark Coleman,Mark Coleman,1,2.43,31,2
July 12 1996,UFC 10: The Tournament,Brian Johnston,Scott Fiedler,Brian Johnston,1,2.25,31,2
July 12 1996,UFC 10: The Tournament,Mark Hall,Don Frye,Don Frye,1,10.21,11,2
September 20 1996,UFC 11: The Proving Ground,Scott Ferrozzo,David Abbott,Scott Ferrozzo,2,3.0,22,8
September 20 1996,UFC 11: The Proving Ground,Brian Johnston,Mark Coleman,Mark Coleman,1,2.2,31,2
September 20 1996,UFC 11: The Proving Ground,Jerry Bohlander,Fabio Gurgel,Jerry Bohlander,1,15.0,22,8
September 20 1996,UFC 11: The Proving Ground,Sam Adkins,David Abbott,David Abbott,1,2.06,8,7
September 20 1996,UFC 11: The Proving Ground,Brian Johnston,Reza Nasri,Brian Johnston,1,0.28,31,2
September 20 1996,UFC 11: The Proving Ground,Julian Sanchez,Mark Coleman,Mark Coleman,1,0.45,23,7
December 07 1996,UFC - Ultimate Ultimate '96,Don Frye,David Abbott,Don Frye,1,1.22,32,7
December 07 1996,UFC - Ultimate Ultimate '96,Steve Nelmark,David Abbott,David Abbott,1,1.03,30,2
December 07 1996,UFC - Ultimate Ultimate '96,Don Frye,Mark Hall,Don Frye,1,0.2,1,7
December 07 1996,UFC - Ultimate Ultimate '96,Brian Johnston,Ken Shamrock,Ken Shamrock,1,5.48,8,7
December 07 1996,UFC - Ultimate Ultimate '96,Kimo Leopoldo,Paul Varelans,Kimo Leopoldo,1,9.08,31,2
December 07 1996,UFC - Ultimate Ultimate '96,Cal Worsham,David Abbott,David Abbott,1,2.51,31,2
December 07 1996,UFC - Ultimate Ultimate '96,Don Frye,Gary Goodridge,Don Frye,1,11.19,26,7
February 07 1997,UFC 12: Judgement Day,Dan Severn,Mark Coleman,Mark Coleman,1,2.57,23,7
February 07 1997,UFC 12: Judgement Day,Vitor Belfort,Scott Ferrozzo,Vitor Belfort,1,0.43,31,2
February 07 1997,UFC 12: Judgement Day,Nick Sanzo,Jerry Bohlander,Jerry Bohlander,1,0.39,28,7
February 07 1997,UFC 12: Judgement Day,Vitor Belfort,Tra Telligman,Vitor Belfort,1,1.17,6,2
February 07 1997,UFC 12: Judgement Day,Jim Mullen,Scott Ferrozzo,Scott Ferrozzo,1,8.02,21,2
February 07 1997,UFC 12: Judgement Day,Yoshiki Takahashi,Wallid Ismail,Yoshiki Takahashi,2,3.0,22,8
February 07 1997,UFC 12: Judgement Day,Rainy Martinez,Jerry Bohlander,Jerry Bohlander,1,1.24,32,7
May 30 1997,UFC 13: The Ultimate Force,Vitor Belfort,David Abbott,Vitor Belfort,1,0.52,31,2
May 30 1997,UFC 13: The Ultimate Force,Steven Graham,Randy Couture,Randy Couture,1,3.13,31,2
May 30 1997,UFC 13: The Ultimate Force,Guy Mezger,Tito Ortiz,Guy Mezger,1,2.0,10,7
May 30 1997,UFC 13: The Ultimate Force,Tony Halme,Randy Couture,Randy Couture,1,0.56,32,7
May 30 1997,UFC 13: The Ultimate Force,Steven Graham,Dmitri Stepanov,Steven Graham,1,1.3,15,7
May 30 1997,UFC 13: The Ultimate Force,Royce Alger,Enson Inoue,Enson Inoue,1,1.36,3,7
May 30 1997,UFC 13: The Ultimate Force,Guy Mezger,Christophe Leninger,Guy Mezger,2,3.0,22,8
May 30 1997,UFC 13: The Ultimate Force,Saeed Hosseini,Jack Nilson,Jack Nilson,1,1.23,6,2
May 30 1997,UFC 13: The Ultimate Force,Tito Ortiz,Wes Albritton,Tito Ortiz,1,0.31,31,2
July 27 1997,UFC 14: Showdown,Mark Coleman,Maurice Smith,Maurice Smith,3,3.0,22,8
July 27 1997,UFC 14: Showdown,Mark Kerr,Dan Bobish,Mark Kerr,1,1.38,26,7
July 27 1997,UFC 14: Showdown,Tony Fryklund,Kevin Jackson,Kevin Jackson,1,0.44,32,7
July 27 1997,UFC 14: Showdown,Dan Bobish,Brian Johnston,Dan Bobish,1,2.1,8,7
July 27 1997,UFC 14: Showdown,Moti Horenstein,Mark Kerr,Mark Kerr,1,2.22,31,2
July 27 1997,UFC 14: Showdown,Kevin Jackson,Todd Butler,Kevin Jackson,1,1.27,31,2
July 27 1997,UFC 14: Showdown,Yuri Vaulin,Joe Moreira,Joe Moreira,2,3.0,22,8
July 27 1997,UFC 14: Showdown,Alex Hunter,Sam Fulton,Alex Hunter,1,2.3,26,7
July 27 1997,UFC 14: Showdown,Donnie Chappell,Tony Fryklund,Tony Fryklund,1,1.31,27,7
October 17 1997,UFC 15: Collision Course,Maurice Smith,David Abbott,Maurice Smith,1,8.08,26,7
October 17 1997,UFC 15: Collision Course,Dwayne Cason,Mark Kerr,Mark Kerr,1,0.53,32,7
October 17 1997,UFC 15: Collision Course,Randy Couture,Vitor Belfort,Randy Couture,1,8.16,31,2
October 17 1997,UFC 15: Collision Course,Carlos Barreto,Dave Beneteau,Dave Beneteau,2,3.0,22,8
October 17 1997,UFC 15: Collision Course,Mark Kerr,Greg Stott,Mark Kerr,1,0.17,19,2
October 17 1997,UFC 15: Collision Course,Houston Dorr,Dwayne Cason,Dwayne Cason,1,3.43,31,2
October 17 1997,UFC 15: Collision Course,Alex Hunter,Harry Moskowitz,Alex Hunter,1,12.0,22,6
December 21 1997,UFC - Ultimate Japan,Maurice Smith,Randy Couture,Randy Couture,3,3.0,22,3
December 21 1997,UFC - Ultimate Japan,Kazushi Sakuraba,Marcus Silveira,Kazushi Sakuraba,1,3.44,3,7
December 21 1997,UFC - Ultimate Japan,Joe Charles,Vitor Belfort,Vitor Belfort,1,4.03,3,7
December 21 1997,UFC - Ultimate Japan,Frank Shamrock,Kevin Jackson,Frank Shamrock,1,0.16,3,7
December 21 1997,UFC - Ultimate Japan,Marcus Silveira,Kazushi Sakuraba,Kazushi Sakuraba,1,1.51,22,5
December 21 1997,UFC - Ultimate Japan,David Abbott,Yoji Anjo,David Abbott,2,3.0,22,8
December 21 1997,UFC - Ultimate Japan,Brad Kohler,Tra Telligman,Tra Telligman,1,10.05,3,7
March 13 1998,UFC 16: Battle in the Bayou,Frank Shamrock,Igor Zinoviev,Frank Shamrock,1,0.22,33,2
March 13 1998,UFC 16: Battle in the Bayou,Kimo Leopoldo,Tsuyoshi Kohsaka,Tsuyoshi Kohsaka,2,3.0,22,8
March 13 1998,UFC 16: Battle in the Bayou,Pat Miletich,Chris Brennan,Pat Miletich,1,9.02,27,7
March 13 1998,UFC 16: Battle in the Bayou,Kevin Jackson,Jerry Bohlander,Jerry Bohlander,1,10.23,3,7
March 13 1998,UFC 16: Battle in the Bayou,Pat Miletich,Townsend Saunders,Pat Miletich,2,3.0,22,6
March 13 1998,UFC 16: Battle in the Bayou,Eugenio Tadeu,Mikey Burnett,Mikey Burnett,1,9.45,31,2
May 15 1998,UFC 17: Redemption,Frank Shamrock,Jeremy Horn,Frank Shamrock,2,1.28,20,7
May 15 1998,UFC 17: Redemption,Mark Coleman,Pete Williams,Pete Williams,2,0.38,16,2
May 15 1998,UFC 17: Redemption,Dan Henderson,Carlos Newton,Dan Henderson,2,3.0,22,6
May 15 1998,UFC 17: Redemption,Hugo Duarte,David Abbott,David Abbott,1,0.43,31,2
May 15 1998,UFC 17: Redemption,Mike van Arsdale,Joe Pardo,Mike van Arsdale,1,11.01,15,7
May 15 1998,UFC 17: Redemption,Bob Gilstrap,Carlos Newton,Carlos Newton,1,0.52,37,7
May 15 1998,UFC 17: Redemption,Dan Henderson,Allan Goes,Dan Henderson,2,3.0,22,8
October 16 1998,UFC - Ultimate Brazil,John Lober,Frank Shamrock,Frank Shamrock,1,7.4,23,7
October 16 1998,UFC - Ultimate Brazil,Vitor Belfort,Wanderlei Silva,Vitor Belfort,1,0.44,31,2
October 16 1998,UFC - Ultimate Brazil,David Abbott,Pedro Rizzo,Pedro Rizzo,1,8.07,30,2
October 16 1998,UFC - Ultimate Brazil,Pat Miletich,Mikey Burnett,Pat Miletich,3,3.0,22,6
October 16 1998,UFC - Ultimate Brazil,Pete Williams,Tsuyoshi Kohsaka,Tsuyoshi Kohsaka,2,3.0,22,8
October 16 1998,UFC - Ultimate Brazil,Ebenezer Fontes Braga,Jeremy Horn,Ebenezer Fontes Braga,1,3.27,10,7
January 08 1999,UFC 18: The Road to the Heavyweight Title,Tsuyoshi Kohsaka,Bas Rutten,Bas Rutten,2,2.15,31,2
January 08 1999,UFC 18: The Road to the Heavyweight Title,Pat Miletich,Jorge Patino,Pat Miletich,3,3.0,22,8
January 08 1999,UFC 18: The Road to the Heavyweight Title,Mark Coleman,Pedro Rizzo,Pedro Rizzo,2,3.0,22,6
January 08 1999,UFC 18: The Road to the Heavyweight Title,Tito Ortiz,Jerry Bohlander,Tito Ortiz,2,2.31,22,2
January 08 1999,UFC 18: The Road to the Heavyweight Title,Townsend Saunders,Mikey Burnett,Mikey Burnett,2,3.0,22,8
January 08 1999,UFC 18: The Road to the Heavyweight Title,Evan Tanner,Darrel Gholar,Evan Tanner,1,7.57,32,7
January 08 1999,UFC 18: The Road to the Heavyweight Title,Frank Caracci,Laverne Clark,Laverne Clark,1,6.52,31,2
March 05 1999,UFC 19: Ultimate Young Guns,Tito Ortiz,Guy Mezger,Tito Ortiz,1,9.56,31,2
March 05 1999,UFC 19: Ultimate Young Guns,Andre Roberts,Gary Goodridge,Gary Goodridge,1,0.43,31,2
March 05 1999,UFC 19: Ultimate Young Guns,Jeremy Horn,Chuck Liddell,Jeremy Horn,1,12.0,2,7
March 05 1999,UFC 19: Ultimate Young Guns,Maurice Smith,Kevin Randleman,Kevin Randleman,2,3.0,22,8
March 05 1999,UFC 19: Ultimate Young Guns,Evan Tanner,Valeri Ignatov,Evan Tanner,1,2.58,6,2
March 05 1999,UFC 19: Ultimate Young Guns,Jason Godsey,Pete Williams,Pete Williams,1,1.56,20,7
March 05 1999,UFC 19: Ultimate Young Guns,Sione Latu,Joey Roberts,Sione Latu,1,10.01,22,2
July 16 1999,UFC 21: Return of the Champions,Marco Ruas,Maurice Smith,Maurice Smith,1,5.0,22,2
July 16 1999,UFC 21: Return of the Champions,Pat Miletich,Andre Pederneiras,Pat Miletich,2,1.34,22,2
July 16 1999,UFC 21: Return of the Champions,Daiju Takase,Jeremy Horn,Jeremy Horn,1,4.41,6,2
July 16 1999,UFC 21: Return of the Champions,Paul Jones,Flavio Luiz Moura,Paul Jones,1,4.2,32,7
July 16 1999,UFC 21: Return of the Champions,Tim Lajcik,Tsuyoshi Kohsaka,Tsuyoshi Kohsaka,2,5.0,22,2
July 16 1999,UFC 21: Return of the Champions,Eugene Jackson,Royce Alger,Eugene Jackson,2,1.19,30,2
July 16 1999,UFC 21: Return of the Champions,Ron Waterman,Andre Roberts,Andre Roberts,1,2.51,30,2
September 24 1999,UFC 22: Only One Can be Champion,Frank Shamrock,Tito Ortiz,Frank Shamrock,4,4.42,31,2
September 24 1999,UFC 22: Only One Can be Champion,Ron Waterman,Tim Lajcik,Tim Lajcik,3,5.0,22,8
September 24 1999,UFC 22: Only One Can be Champion,Jeremy Horn,Jason Godsey,Jeremy Horn,1,2.08,3,7
September 24 1999,UFC 22: Only One Can be Champion,Steve Judson,Brad Kohler,Brad Kohler,1,0.3,30,2
September 24 1999,UFC 22: Only One Can be Champion,Chuck Liddell,Paul Jones,Chuck Liddell,1,3.53,22,2
September 24 1999,UFC 22: Only One Can be Champion,Valeri Ignatov,Matt Hughes,Matt Hughes,3,5.0,22,8
September 24 1999,UFC 22: Only One Can be Champion,John Lewis,Lowell Anderson,John Lewis,3,0.13,22,2
September 24 1999,UFC 22: Only One Can be Champion,Alfonso Alcarez,Jens Pulver,Jens Pulver,2,5.0,22,3
November 19 1999,UFC 23: Ultimate Japan 2,Kevin Randleman,Pete Williams,Kevin Randleman,5,5.0,22,8
November 19 1999,UFC 23: Ultimate Japan 2,Tsuyoshi Kohsaka,Pedro Rizzo,Pedro Rizzo,3,1.17,30,2
November 19 1999,UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Katsuhisa Fujii,Kenichi Yamamoto,2,4.15,20,7
November 19 1999,UFC 23: Ultimate Japan 2,Jason DeLucia,Joe Slick,Joe Slick,1,1.28,22,2
November 19 1999,UFC 23: Ultimate Japan 2,Eugene Jackson,Keiichiro Yamamiya,Eugene Jackson,3,3.12,30,2
November 19 1999,UFC 23: Ultimate Japan 2,Daiju Takase,Kenichi Yamamoto,Kenichi Yamamoto,3,5.0,22,8
November 19 1999,UFC 23: Ultimate Japan 2,Katsuhisa Fujii,Masutatsu Yano,Katsuhisa Fujii,2,3.12,31,2
April 14 2000,UFC 25: Ultimate Japan 3,Wanderlei Silva,Tito Ortiz,Tito Ortiz,5,5.0,22,8
April 14 2000,UFC 25: Ultimate Japan 3,Murilo Bustamante,Yoji Anjo,Murilo Bustamante,2,0.31,2,7
April 14 2000,UFC 25: Ultimate Japan 3,Eugene Jackson,Sanae Kikuta,Sanae Kikuta,1,4.38,3,7
April 14 2000,UFC 25: Ultimate Japan 3,Ron Waterman,Satoshi Honma,Ron Waterman,3,5.0,22,8
April 14 2000,UFC 25: Ultimate Japan 3,Joe Slick,Ikuhisa Minowa,Ikuhisa Minowa,3,1.54,22,2
April 14 2000,UFC 25: Ultimate Japan 3,Laverne Clark,Koji Oishi,Laverne Clark,3,5.0,22,3
June 09 2000,UFC 26: Ultimate Field Of Dreams,Pedro Rizzo,Kevin Randleman,Kevin Randleman,5,5.0,22,8
June 09 2000,UFC 26: Ultimate Field Of Dreams,Tyrone Roberts,David Dodd,Tyrone Roberts,3,5.0,22,8
June 09 2000,UFC 26: Ultimate Field Of Dreams,John Alessio,Pat Miletich,Pat Miletich,2,1.43,3,7
June 09 2000,UFC 26: Ultimate Field Of Dreams,Amaury Bitetti,Alex Andrade,Amaury Bitetti,2,0.43,22,1
June 09 2000,UFC 26: Ultimate Field Of Dreams,Marcelo Aguiar,Matt Hughes,Matt Hughes,1,4.34,22,2
June 09 2000,UFC 26: Ultimate Field Of Dreams,Jens Pulver,Joao Roque,Jens Pulver,3,5.0,22,8
September 22 2000,UFC 27: Ultimate Bad Boyz,Dan Severn,Pedro Rizzo,Pedro Rizzo,1,1.33,17,2
September 22 2000,UFC 27: Ultimate Bad Boyz,Maurice Smith,Bobby Hoffman,Maurice Smith,3,5.0,22,6
September 22 2000,UFC 27: Ultimate Bad Boyz,Eugene Jackson,Jeremy Horn,Jeremy Horn,1,4.32,3,7
September 22 2000,UFC 27: Ultimate Bad Boyz,Fabiano Iha,Laverne Clark,Fabiano Iha,1,1.1,3,7
September 22 2000,UFC 27: Ultimate Bad Boyz,Alexandre Dantas,Yuki Kondo,Yuki Kondo,3,2.28,7,2
September 22 2000,UFC 27: Ultimate Bad Boyz,Ian Freeman,Tedd Williams,Ian Freeman,3,5.0,22,8
September 22 2000,UFC 27: Ultimate Bad Boyz,Tim Lajcik,Jeff Monson,Jeff Monson,2,5.0,22,8
September 22 2000,UFC 27: Ultimate Bad Boyz,Brad Gumm,CJ Fernandes,Brad Gumm,2,5.0,22,8
November 17 2000,UFC 28: High Stakes,Kevin Randleman,Randy Couture,Randy Couture,3,4.13,31,2
November 17 2000,UFC 28: High Stakes,Renato Sobral,Maurice Smith,Renato Sobral,3,5.0,22,3
November 17 2000,UFC 28: High Stakes,Gan McGee,Josh Barnett,Josh Barnett,2,4.34,6,2
November 17 2000,UFC 28: High Stakes,Andrei Arlovski,Aaron Brink,Andrei Arlovski,1,0.55,3,7
November 17 2000,UFC 28: High Stakes,John Lewis,Jens Pulver,Jens Pulver,1,0.15,30,2
November 17 2000,UFC 28: High Stakes,Mark Hughes,Alex Stiebling,Mark Hughes,2,5.0,22,8
November 17 2000,UFC 28: High Stakes,Chris Lytle,Ben Earwood,Ben Earwood,2,5.0,22,8
December 16 2000,UFC 29: Defense of the Belts,Tito Ortiz,Yuki Kondo,Tito Ortiz,1,1.52,23,7
December 16 2000,UFC 29: Defense of the Belts,Kenichi Yamamoto,Pat Miletich,Pat Miletich,2,1.58,10,7
December 16 2000,UFC 29: Defense of the Belts,Matt Lindland,Yoji Anjo,Matt Lindland,1,2.58,31,2
December 16 2000,UFC 29: Defense of the Belts,Daiju Takase,Fabiano Iha,Fabiano Iha,1,2.24,31,2
December 16 2000,UFC 29: Defense of the Belts,Evan Tanner,Lance Gibson,Evan Tanner,1,4.58,31,2
December 16 2000,UFC 29: Defense of the Belts,Matt Hughes,Dennis Hallman,Dennis Hallman,1,0.2,3,7
December 16 2000,UFC 29: Defense of the Belts,Chuck Liddell,Jeff Monson,Chuck Liddell,3,5.0,22,8
February 23 2001,UFC 30: Battle on the Boardwalk,Evan Tanner,Tito Ortiz,Tito Ortiz,1,0.32,33,2
February 23 2001,UFC 30: Battle on the Boardwalk,Jens Pulver,Caol Uno,Jens Pulver,5,5.0,22,8
February 23 2001,UFC 30: Battle on the Boardwalk,Phil Johns,Fabiano Iha,Fabiano Iha,1,1.4,3,7
February 23 2001,UFC 30: Battle on the Boardwalk,Elvis Sinosic,Jeremy Horn,Elvis Sinosic,1,2.52,37,7
February 23 2001,UFC 30: Battle on the Boardwalk,Josh Barnett,Pedro Rizzo,Pedro Rizzo,2,4.21,30,2
February 23 2001,UFC 30: Battle on the Boardwalk,Bobby Hoffman,Mark Robinson,Bobby Hoffman,1,3.27,22,5
February 23 2001,UFC 30: Battle on the Boardwalk,Curtis Stout,Phil Baroni,Phil Baroni,2,5.0,22,8
February 23 2001,UFC 30: Battle on the Boardwalk,Sean Sherk,Tiki Ghosn,Sean Sherk,2,4.47,14,7
May 04 2001,UFC 31: Locked and Loaded,Pedro Rizzo,Randy Couture,Randy Couture,5,5.0,22,8
May 04 2001,UFC 31: Locked and Loaded,Carlos Newton,Pat Miletich,Carlos Newton,3,2.5,27,7
May 04 2001,UFC 31: Locked and Loaded,Kevin Randleman,Chuck Liddell,Chuck Liddell,1,1.18,30,2
May 04 2001,UFC 31: Locked and Loaded,Shonie Carter,Matt Serra,Shonie Carter,3,4.51,34,2
May 04 2001,UFC 31: Locked and Loaded,Pete Williams,Semmy Schilt,Semmy Schilt,2,1.28,30,2
May 04 2001,UFC 31: Locked and Loaded,Matt Lindland,Ricardo Almeida,Matt Lindland,3,4.21,22,1
May 04 2001,UFC 31: Locked and Loaded,Joey Gilbert,BJ Penn,BJ Penn,1,4.57,31,2
May 04 2001,UFC 31: Locked and Loaded,Tony DeSouza,Steve Berger,Tony DeSouza,3,5.0,22,8
June 29 2001,UFC 32: Showdown in the Meadowlands,Elvis Sinosic,Tito Ortiz,Tito Ortiz,1,3.32,6,2
June 29 2001,UFC 32: Showdown in the Meadowlands,BJ Penn,Din Thomas,BJ Penn,1,2.42,19,2
June 29 2001,UFC 32: Showdown in the Meadowlands,Semmy Schilt,Josh Barnett,Josh Barnett,1,4.21,3,7
June 29 2001,UFC 32: Showdown in the Meadowlands,Pat Miletich,Shonie Carter,Pat Miletich,2,2.42,16,2
June 29 2001,UFC 32: Showdown in the Meadowlands,Fabiano Iha,Caol Uno,Caol Uno,1,1.48,31,2
June 29 2001,UFC 32: Showdown in the Meadowlands,Vladimir Matyushenko,Yuki Kondo,Vladimir Matyushenko,3,5.0,22,8
June 29 2001,UFC 32: Showdown in the Meadowlands,Andrei Arlovski,Ricco Rodriguez,Ricco Rodriguez,3,1.23,31,2
June 29 2001,UFC 32: Showdown in the Meadowlands,Tony DeSouza,Paul Rodriguez,Tony DeSouza,1,1.05,10,7
September 28 2001,UFC 33: Victory in Vegas,Vladimir Matyushenko,Tito Ortiz,Tito Ortiz,5,5.0,22,8
September 28 2001,UFC 33: Victory in Vegas,Jens Pulver,Dennis Hallman,Jens Pulver,5,5.0,22,8
September 28 2001,UFC 33: Victory in Vegas,Murilo Bustamante,Chuck Liddell,Chuck Liddell,3,5.0,22,8
September 28 2001,UFC 33: Victory in Vegas,Matt Serra,Yves Edwards,Matt Serra,3,5.0,22,3
September 28 2001,UFC 33: Victory in Vegas,Gil Castillo,Dave Menne,Dave Menne,5,5.0,22,8
September 28 2001,UFC 33: Victory in Vegas,Jutaro Nakao,Tony DeSouza,Jutaro Nakao,2,0.15,30,2
September 28 2001,UFC 33: Victory in Vegas,Eugene Jackson,Ricardo Almeida,Ricardo Almeida,1,4.06,37,7
September 28 2001,UFC 33: Victory in Vegas,Din Thomas,Fabiano Iha,Din Thomas,3,5.0,22,8
November 02 2001,UFC 34: High Voltage,Pedro Rizzo,Randy Couture,Randy Couture,3,3.22,31,2
November 02 2001,UFC 34: High Voltage,Ricco Rodriguez,Pete Williams,Ricco Rodriguez,2,4.02,31,2
November 02 2001,UFC 34: High Voltage,Carlos Newton,Matt Hughes,Matt Hughes,2,1.27,33,2
November 02 2001,UFC 34: High Voltage,BJ Penn,Caol Uno,BJ Penn,1,0.11,31,2
November 02 2001,UFC 34: High Voltage,Bobby Hoffman,Josh Barnett,Josh Barnett,2,4.25,31,2
November 02 2001,UFC 34: High Voltage,Evan Tanner,Homer Moore,Evan Tanner,2,0.55,3,7
November 02 2001,UFC 34: High Voltage,Phil Baroni,Matt Lindland,Matt Lindland,3,5.0,22,3
November 02 2001,UFC 34: High Voltage,Frank Mir,Roberto Traven,Frank Mir,1,1.05,3,7
January 11 2002,UFC 35: Throwdown,BJ Penn,Jens Pulver,Jens Pulver,5,5.0,22,3
January 11 2002,UFC 35: Throwdown,Ricco Rodriguez,Jeff Monson,Ricco Rodriguez,3,3.0,31,2
January 11 2002,UFC 35: Throwdown,Dave Menne,Murilo Bustamante,Murilo Bustamante,2,0.44,30,2
January 11 2002,UFC 35: Throwdown,Chuck Liddell,Amar Suloev,Chuck Liddell,3,5.0,22,8
January 11 2002,UFC 35: Throwdown,Ricardo Almeida,Andrei Semenov,Andrei Semenov,2,2.01,30,2
January 11 2002,UFC 35: Throwdown,Kevin Randleman,Renato Sobral,Kevin Randleman,3,5.0,22,8
January 11 2002,UFC 35: Throwdown,Chris Brennan,Gil Castillo,Gil Castillo,3,5.0,22,8
January 11 2002,UFC 35: Throwdown,Eugene Jackson,Keith Rockel,Eugene Jackson,2,1.14,10,7
March 22 2002,UFC 36: Worlds Collide,Randy Couture,Josh Barnett,Josh Barnett,2,4.35,31,2
March 22 2002,UFC 36: Worlds Collide,Pedro Rizzo,Andrei Arlovski,Pedro Rizzo,3,1.45,30,2
March 22 2002,UFC 36: Worlds Collide,Hayato Sakurai,Matt Hughes,Matt Hughes,4,3.01,31,2
March 22 2002,UFC 36: Worlds Collide,Matt Lindland,Pat Miletich,Matt Lindland,1,3.09,31,2
